insertid,Region_Code,REGION,RSM_Code,RSM_Area,SO,Distributor_Code,Distributor_Name,distributor_channel_type,distributor_type,distributor_city,distributor_state,UID,RetailerCode,RetailerName,SalesMan_Code,SalesMan_Name,Sales_Rep_Phone,saleman_role,Type,outlet_type,Sub_Type,Price_Group,Retailer_Group,Route_Code,Route_Name,warehouse_id,Category_Code,Category_Name,Sub_Channel_Code,Sub_Channel_Name,Channel_Code,Channel_Name,Class_Name,ACCOUNT_CODE,ACCOUNT_NAME,PAN_No,GST_No,Address_1,Address_2,Address_3,Address_4,outlet_pin_code,Town,City,State,latitude,longitude,Contact_Name,Mobile,Email,owner_name,owner_mobile,Aadhar,Credit_Limit,Credit_Period,cash_credit,source,Location_Code,Location_Name,Return_Qty,Return_Value,FSSAI_No,FSSAI_Exp_Date,Retailer_Created_On,outlet_createdby_id,outlet_createdbyname,Modified_Date,Retailer_Reference_Code,IsActive,last_order_date,last_invoice_date,otp_verified
4636,-,West,-,-,-,1100730984,M/S OJAS AGENCY,GT,Hybrid Redistribution Wholesaler,Sagar,MADHYA PRADESH,-,783803,Sagar Enterprises,3298,AJIT SINGH RAJPUT,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,1366,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Deori Bakhat,Sagar,MADHYA PRADESH,0.000000,0.000000,-,9584586440,-,-,-,-,100000,365,credit,mobile,-,-,0,0.00,21422470001875,-,45238,,AJIT SINGH RAJPUT,45748,-,1,45789,45789,NULL
"4637, '-', 'South', '-', '-', '-', '1100731924', 'A S M TRADERS', 'GT', 'Hybrid Redistribution Wholesaler', 'Thiruvananthapuram', 'KERALA', '-', '783805', 'ak distributor', '6374', 'AROMAL VL', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '6432', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '32AFOPA8929H1ZC', '', '-', '-', '-', '', 'Neyyattinkara (M"
"4638, '-', 'South', '-', '-', '-', '1100727133', 'PRITHVI AGENCIES', 'GT', 'Hybrid Redistribution Wholesaler', 'Hubli', 'KARNATAKA', '-', '783806', 'SHRINIVAS MEDICALS & AGENCIES', '1044', 'Naveen Gadedagoudra', '', 'USR', '-', 'Pharma Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '60', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '29ANKPB2614A2ZK', '', '-', '-', '-', '', 'Haliyal (TP"
4639,-,South,-,-,-,1100734974,SHREE CHAKRA ENTERPRISES,GT,Hybrid Redistribution Wholesaler,Dakshina Kannada,KARNATAKA,-,783807,TSS CORPORATION,5279,Madhu Prasad,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,9902,-,-,-,-,-,-,-,-,-,-,29EOZPS5548A1Z4,,-,-,-,,Mudbidure Rural,Mangalore,TELANGANA,0.000000,0.000000,-,6364500645,-,-,-,-,9999999999,1000,credit,mobile,-,-,0,0.00,,-,45238,,MAHAMMED SIDDIK K,45748,-,1,45797,45798,NULL
4640,-,South,-,-,-,1100731536,TVR BUSINESS T VENTURE,GT,Super Redistribution Wholesaler,Perundurai,TAMIL NADU,-,783808,VEL TRADERS,2445,RAVI,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,5223,-,-,-,-,-,-,-,-,-,-,33AMNPA1205G1ZR,,-,-,-,,Vellakovil,Tiruppur,TAMIL NADU,0.000000,0.000000,-,9446140747,-,-,-,-,9999999999,1000,credit,web,-,-,0,0.00,,-,45238,,TVR BUSINESS T VENTURE,45748,-,1,45797,45783,NULL
"4641, '-', 'West', '-', '-', '-', '1100730691', 'KALAHANU SALES PRIVATE LIMITED', 'GT', 'Super Redistribution Wholesaler', 'Raipur', 'CHHATTISGARH', '-', '783809', 'SARITA KIRANA STORES', '6179', 'TULSIRAM', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '362', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '22AJCPA1749D1Z0', '', '-', '-', '-', '', 'Arang  (NP"
4642,-,East,-,-,-,1100729598,NEW PANDIT ENTERPRISE,GT,Hybrid Redistribution Wholesaler,Amtala,WEST BENGAL,-,783810,BHOWMICK DRUG CENTRE,2447,Koushik Mistry,,USR,-,Pharma Sub Redistribution Wholesaler,-,-,-,-,-,471,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Burul,Budge Budge,HARYANA,0.000000,0.000000,-,9748439154,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45238,,New Pandit Enterprise,45748,-,1,,45471,NULL
4643,-,West,-,-,-,1100731654,M/S AMEY ENTERPRISES,GT,Hybrid Redistribution Wholesaler,South Goa,GOA,-,783811,M/S. KENI MARKETING,3508,PARESH NAMDEV VERLEKAR,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,6045,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Chinchunim,Madgaon,JHARKHAND,0.000000,0.000000,-,9923893672,-,-,-,-,100000,365,credit,web,-,-,0,0.00,,-,45238,,M/S AMEY ENTERPRISES,45748,-,1,45792,45792,NULL
4644,-,East,-,-,-,1100727128,ADINATH AGENCIES,GT,Hybrid Redistribution Wholesaler,Cuttack,Odisha,-,783813,BIKASH STORE,2158,Lalit Kumar Biswal,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,62,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Cuttack,Cuttack,RAJASTHAN,0.000000,0.000000,-,9853340181,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45238,,Adinath Agencies,45748,-,1,45797,45797,NULL
4645,-,East,-,-,-,1100731201,NEW MEDICATE,GT,Hybrid Redistribution Wholesaler,East Medinipur,WEST BENGAL,-,783816,Maa Basanti Medical Distributors,2652,Biswajit Bhunia,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,3689,-,-,-,-,-,-,-,-,-,-,19BBHPB0303C1ZJ,,-,-,-,,Monoharpur,Kharagpur,KARNATAKA,0.000000,0.000000,-,9732874781,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45238,,NEW MEDICATE,45748,-,1,45788,45788,NULL
"4646, '-', 'West', '-', '-', '-', '1100730601', 'VICTOR MARKETING', 'GT', 'Super Redistribution Wholesaler', 'Indore', 'MADHYA PRADESH', '-', '783817', 'RACHANA MEDICAL AGENCY BARWANI', '1963', 'VISHNU DANGAR', '', 'USR', '-', 'Pharma Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '312', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '23AHDPG6926B1ZV', '', '-', '-', '-', '', 'Barwani (M"
4647,-,West,-,-,-,1100731654,M/S AMEY ENTERPRISES,GT,Hybrid Redistribution Wholesaler,South Goa,GOA,-,783818,M/S.AMONKAR AGENCIES,3508,PARESH NAMDEV VERLEKAR,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,6045,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Vasco,Mormugao,MAHARASHTRA,0.000000,0.000000,-,917378810888,-,-,-,-,100000,365,credit,web,-,-,0,0.00,,-,45238,,M/S AMEY ENTERPRISES,45748,-,1,45790,45790,NULL
4648,-,East,-,-,-,1100739604,ANKIT ENTERPRISES,GT,Hybrid Redistribution Wholesaler,Katihar,BIHAR,-,783819,PUJA MEDICAL HALL,7716,ROHIT KUMAR,,USR,-,Pharma Sub Redistribution Wholesaler,-,-,-,-,-,20983,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Katihar,Katihar,TELANGANA,0.000000,0.000000,-,6200172560,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45238,,Sumit Trading Co.,45748,-,1,45480,45481,NULL
4649,-,North,-,-,-,1100730354,RADHA ASSOCIATES,GT,Super Redistribution Wholesaler,Gorakhpur,UTTAR PRADESH,-,783821,M/S MADDHESHIYA AGENCY,2046,MAHESH KUMAR GUPTA,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,278,-,-,-,-,-,-,-,-,-,-,09BBMPG4664A1ZQ,,-,-,-,,Doharia,Gorakhpur,MAHARASHTRA,0.000000,0.000000,-,,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,,-,45239,,Radha Associates,45748,-,1,45790,45790,NULL
4650,-,South,-,-,-,1100731536,TVR BUSINESS T VENTURE,GT,Super Redistribution Wholesaler,Perundurai,TAMIL NADU,-,783822,J K ENTERPRISES,7802,SAKTHIVEL S,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,5223,-,-,-,-,-,-,-,-,-,-,33AEDPJ2478J2ZG,,-,-,-,,Thamampatti,Vazhapadi,MAHARASHTRA,0.000000,0.000000,-,9344894358,-,-,-,-,9999999999,1000,credit,web,-,-,0,0.00,,-,45239,,TVR BUSINESS T VENTURE,45748,-,1,45794,45794,NULL
"4651, '-', 'West', '-', '-', '-', '1100730849', 'STAR MARKETING', 'GT', 'Super Redistribution Wholesaler', 'Bajwa', 'GUJARAT', '-', '783823', 'TAHERI SALES AGENCIES', '6848', 'Akashkumar Marvadi', '', 'RSR', '-', 'RRW', '-', '-', '-', '-', '-', '834', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '', '', '-', '-', '-', '', 'Santrampur (M"
4652,-,South,-,-,-,1100730887,M/S SMRUTHI SALES,GT,Hybrid Redistribution Wholesaler,SHIVAMOGGA,KARNATAKA,-,783824,SRI GAJANANA ENTERPRISES,3497,CHANDRASHEKHAR H,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,626,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,SHIVAMOGA,Bhadravati,TAMIL NADU,0.000000,0.000000,-,9513469591,-,-,-,-,100000,365,credit,mobile,-,-,0,0.00,123456,-,45239,,CHANDRASHEKHAR H,45748,-,1,45772,45772,NULL
4653,-,North,-,-,-,1100726780,M/S.TEA LEAF INDIA,GT,Hybrid Redistribution Wholesaler,Varanasi,UTTAR PRADESH,-,783825,VIKASH ENTERPRISES,2357,UMESH KUMAR SHARMA,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,09CBOPK7317K1Z2,,-,-,-,,KACHHWAN ROAD,Varanasi,TAMIL NADU,0.000000,0.000000,-,,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,22720417000321,-,45239,,M/S.TEA LEAF INDIA,45748,-,1,45791,45791,NULL
"4654, '-', 'West', '-', '-', '-', '1100730601', 'VICTOR MARKETING', 'GT', 'Super Redistribution Wholesaler', 'Indore', 'MADHYA PRADESH', '-', '783827', 'MEDICINE HOUSE [JIRAPUR]', '4542', 'SANJAY', '', 'USR', '-', 'Pharma Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '312', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '23EZTPM8252C1Z3', '', '-', '-', '-', '', 'Jirapur (NP"
4655,-,East,-,-,-,1100729974,GOURI SANKAR AGENCY,GT,Hybrid Redistribution Wholesaler,COOCH BEHAR,WEST BENGAL,-,783828,ROY DRUG DISTRIBUTOR,2022,SUMAN GUHA MAJUMDAR,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,192,-,-,-,-,-,-,-,-,-,-,19AKRPR8737Q1ZO,,-,-,-,,PUNDIBARI,Coochbehar,UTTAR PRADESH,0.000000,0.000000,-,9749880711,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45239,,GOURI SANKAR AGENCY,45748,-,1,45517,45771,NULL
4656,-,East,-,-,-,1100730858,BALAJEE TRADRES,GT,Hybrid Redistribution Wholesaler,Hajipur,BIHAR,-,783830,PRIYANSHU TRADERS,2443,ARUN KUMAR SINGH,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,611,-,-,-,-,-,-,-,-,-,-,10CEKPS1141C1Z4,,-,-,-,,Hajipur,Hajipur,UTTAR PRADESH,0.000000,0.000000,-,9110072095,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45239,,BALAJEE Traders,45748,-,1,45708,45708,NULL
4657,-,East,-,-,-,1100730858,BALAJEE TRADRES,GT,Hybrid Redistribution Wholesaler,Hajipur,BIHAR,-,783833,BIPLAV ENRERPRSES,6692,AMIT KUMAR,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,611,-,-,-,-,-,-,-,-,-,-,10BKCPK5183K1Z9,,-,-,-,,Hajipur,Hajipur,UTTAR PRADESH,0.000000,0.000000,-,9934517821,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45239,,BALAJEE Traders,45748,-,1,45796,45796,NULL
4658,-,West,-,-,-,1100729060,SAMARTH SALES,GT,Hybrid Redistribution Wholesaler,RAIGAD,MAHARASHTRA,-,783837,RONAK ENTERPRISES,5153,Vikas Krishna Mhatre,,USR,-,Pharma Sub Redistribution Wholesaler,-,-,-,-,-,114,-,-,-,-,-,-,-,-,-,-,27BWUPS1894R1Z0,,-,-,-,,Mahad,Navi Mumbai,MADHYA PRADESH,0.000000,0.000000,-,919028325566,-,-,-,-,100000,365,credit,web,-,-,0,0.00,21517119000089,-,45239,,Samarth Sales,45748,-,1,45798,45798,NULL
"4659, '-', 'West', '-', '-', '-', '1100731203', 'MAHAMAYA GENERAL STORES', 'GT', 'Super Redistribution Wholesaler', 'Surajpur', 'CHHATTISGARH', '-', '783840', 'M/S ANAND AGENCIES', '7257', 'RUSTAM DAS', '', 'USR', '-', 'Pharma Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '3702', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '22AVCPS1434P1ZF', '', '-', '-', '-', '', 'Manendragarh (M"
"4660, '-', 'West', '-', '-', '-', '1100731933', 'RONAK ENTERPRISES', 'GT', 'Super Redistribution Wholesaler', 'Beed', 'MAHARASHTRA', '-', '783842', 'M A Enterprises', '3762', 'Mirza Rameez Baig', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '6546', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '', '', '-', '-', '-', '', 'Ambejogai (M Cl"
"4661, '-', 'West', '-', '-', '-', '1100730323', 'RAVI ENTERPRISES', 'GT', 'Super Redistribution Wholesaler', 'Aurangabad', 'MAHARASHTRA', '-', '783843', 'Ashirwad Emporium', '2207', 'Faizan Khan', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '280', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '', '', '-', '-', '-', '', 'Sillod (M Cl"
"4662, '-', 'North', '-', '-', '-', '1100731479', 'M/S HIMANSHU AGENCIES', 'GT', 'Super Redistribution Wholesaler', 'Prayagraj', 'UTTAR PRADESH', '-', '783846', 'DILIP STORES', '2778', 'PRAMOD KUMAR YADAV', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '5229', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '09ALEPK4030D1ZK', '', '-', '-', '-', '', 'Lal Gopalganj Nindaura (NP"
4663,-,East,-,-,-,1100730580,JANTA TRADERS,GT,Hybrid Redistribution Wholesaler,Lakhisarai,BIHAR,-,783847,BHARDWAJ AGENCY,2356,Ranjeet Kumar,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,314,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Lakhisarai,Lakhisarai,MAHARASHTRA,0.000000,0.000000,-,8676058955,-,-,-,-,100000000,365,credit,web,-,-,0,0.00,,-,45239,,Pankaj Singh,45748,-,1,45791,45791,NULL
4664,-,East,-,-,-,1100729984,M/S MUKESH ENTERPRISES,GT,Hybrid Redistribution Wholesaler,Bistupur,JHARKHAND,-,783849,AQUIB & BROTHER,6509,ROSHAN KUMAR JAISWAL,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,188,-,-,-,-,-,-,-,-,-,-,20AOVPJ8082L1ZD,,-,-,-,,Jaintgarh,Jaintgarh,UTTAR PRADESH,0.000000,0.000000,-,8789474887,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45239,,MUKESH ENTERPRISES,45748,-,1,45791,45791,NULL
4665,-,South,-,-,-,1100734387,PREM AGENCIES,GT,Hybrid Redistribution Wholesaler,Dindigul,TAMIL NADU,-,783850,RATHINAM AGENCY,2223,THIRUPPATHI,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,9778,-,-,-,-,-,-,-,-,-,-,33CQEPS9428J1ZC,,-,-,-,,cinnalapatti,Dindigul,BIHAR,0.000000,0.000000,-,7010584628,-,-,-,-,999999999,365,credit,web,-,-,0,0.00,12419006000675,-,45239,,N.N.RANCHIT TRADERS,45748,-,1,45796,45797,NULL
4666,-,North,-,-,-,1100730855,M/S SUBHASH AYURVEDIC BHANDAAR,GT,Super Redistribution Wholesaler,Dhampur,UTTAR PRADESH,-,783851,TANVEER MEDICAL STORE,7753,SURANDER KUMAR,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,613,-,-,-,-,-,-,-,-,-,-,09BMLPA9763L1ZD,,-,-,-,,Chandpur,Dhampur,MADHYA PRADESH,0.000000,0.000000,-,8077764127,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,,-,45239,,SUBHASH AYURVEDIC BHANDAR,45748,-,1,45797,45797,NULL
"4667, '-', 'West', '-', '-', '-', '1100731933', 'RONAK ENTERPRISES', 'GT', 'Super Redistribution Wholesaler', 'Beed', 'MAHARASHTRA', '-', '783853', 'Bajaj Medical stores', '3762', 'Mirza Rameez Baig', '', 'USR', '-', 'Pharma Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '6546', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '', '', '-', '-', '-', '', 'Ambejogai (M Cl"
"4668, '-', 'East', '-', '-', '-', '1100740488', 'MANOHAR MEDICINES', 'GT', 'Hybrid Redistribution Wholesaler', 'Munger', 'BIHAR', '-', '783856', 'City store', '7172', 'Sanu Sagar', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '22389', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '10CKKPD2760G2ZM', '', '-', '-', '-', '', 'Jamalpur (Nagar Parishad"
4669,-,North,-,-,-,1100730649,M/S KRISHNA AGENCIES,GT,Super Redistribution Wholesaler,Azamgarh,UTTAR PRADESH,-,783857,VAISHNO ENTERPRISES,2315,IMTIYAZ AHAMAD,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,346,-,-,-,-,-,-,-,-,-,-,09BEUPT9465H1ZC,,-,-,-,,RANI KI SARAI,Azamgarh,WEST BENGAL,0.000000,0.000000,-,,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,,-,45239,,Krishna Agencies,45748,-,1,45787,45787,NULL
4670,-,North,-,-,-,1100730649,M/S KRISHNA AGENCIES,GT,Super Redistribution Wholesaler,Azamgarh,UTTAR PRADESH,-,783865,PRAJAPATI MEDICAL STORE,2315,IMTIYAZ AHAMAD,,USR,-,Pharma Sub Redistribution Wholesaler,-,-,-,-,-,346,-,-,-,-,-,-,-,-,-,-,09AIWPP0961F1ZR,,-,-,-,,Nizamabad,Azamgarh,ASSAM,0.000000,0.000000,-,,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,,-,45239,,Krishna Agencies,45748,-,1,45787,45787,NULL
4671,-,East,-,-,-,1100730222,ARVIND AGENCIES,GT,Hybrid Redistribution Wholesaler,Sitamarhi,BIHAR,-,783869,DIMPI MEDICAL HALL,1818,Shatrudhan Kumar,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,265,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Parihar,Parihar,GUJARAT,0.000000,0.000000,-,9572260909,-,-,-,-,9999999999.99999,365,credit,mobile,-,-,0,0.00,,-,45239,,Deepak Kumar,45748,-,1,45790,45790,NULL
4672,-,South,-,-,-,1100732076,M/S.UNIVERSAL ENTERPRISES,GT,Hybrid Redistribution Wholesaler,Tirupati,Andhra Pradesh,-,783881,HARINI AGENCIES -  Mangalam,7408,Manoj Kumar,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,6954,-,-,-,-,-,-,-,-,-,-,37BMSPG4325B1Z6,,-,-,-,,Mangalam,Tirupati,TAMIL NADU,0.000000,0.000000,-,919703079296,-,-,-,-,999999999,1000,credit,web,-,-,0,0.00,,-,45239,,M/S.UNIVERSAL ENTERPRISES,45748,-,1,45770,45770,NULL
"4673, '-', 'West', '-', '-', '-', '1100730601', 'VICTOR MARKETING', 'GT', 'Super Redistribution Wholesaler', 'Indore', 'MADHYA PRADESH', '-', '783882', 'VIRAT ENTERPRISES', '4542', 'SANJAY', '', 'USR', '-', 'Pharma Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '312', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '23AIQPJ7052B1ZH', '', '-', '-', '-', '', 'Shujalpur (M"
4674,-,East,-,-,-,1100729610,G D MARIK GRANDSON,GT,Hybrid Redistribution Wholesaler,Howrah,WEST BENGAL,-,783885,NEERJA TRADERS,7233,TARUN MALIK,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,1372,-,-,-,-,-,-,-,-,-,-,19BSZPC2011H1ZQ,,-,-,-,,Howrah,Howrah,MAHARASHTRA,0.000000,0.000000,-,8961903921,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45239,,G D MARIK GRANDSON,45748,-,1,45644,45644,NULL
"4675, '-', 'West', '-', '-', '-', '1100730645', 'KGM ASSOSIATES', 'GT', 'Super Redistribution Wholesaler', 'LASKAR', 'MADHYA PRADESH', '-', '783892', 'MOHIT AGENCY -BANMORE', '4541', 'RAKESH SISODIA', '', 'USR', '-', 'Pharma Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '345', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '', '', '-', '-', '-', '', 'Bamor (NP"
4676,-,West,-,-,-,1100730645,KGM ASSOSIATES,GT,Super Redistribution Wholesaler,LASKAR,MADHYA PRADESH,-,783895,MAHAVEER GENERAL STORE PIPRAI,4576,ARVIND KUMAR MEENA,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,345,-,-,-,-,-,-,-,-,-,-,23ADPPJ8613E1ZM,,-,-,-,,Piprai,Ashoknagar,MAHARASHTRA,0.000000,0.000000,-,7548247213,-,-,-,-,100000,365,credit,web,-,-,0,0.00,21423650000327,-,45239,,KGM ASSOCIATE,45748,-,1,45787,45787,NULL
4677,-,East,-,-,-,1100730788,M/S NARSINGH TRADING COMPANY,GT,Hybrid Redistribution Wholesaler,Bhadrak,Odisha,-,783908,PARAMATMA PHARMACEUTICALS,5378,Sourav Das,,USR,-,Pharma Sub Redistribution Wholesaler,-,-,-,-,-,472,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Bhadrak,Bhadrak,TAMIL NADU,0.000000,0.000000,-,9556544005,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45239,,NARSINGH TRADING COMPANY,45748,-,1,45777,45777,NULL
4678,-,North,-,-,-,1100730853,M/S DUMIR TRADERS,GT,Super Redistribution Wholesaler,Moradabad,UTTAR PRADESH,-,783912,SHUBHAM PROVISON STORE,2600,Ritesh kappor,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,606,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,maulaghar,Chandausi,TAMIL NADU,0.000000,0.000000,-,,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,,-,45239,,Dumir Traders,45748,-,1,45791,45791,NULL
4679,-,East,-,-,-,1100731493,ANGEL S HUB,GT,Hybrid Redistribution Wholesaler,Araria,BIHAR,-,783920,MAA FOODS,4044,Pradeep Kumar Vishwas,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,5051,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Raniganj,Forbesganj,TAMIL NADU,0.000000,0.000000,-,9534377776,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45239,,Angels Hub,45748,-,1,45784,45784,NULL
4680,-,East,-,-,-,1100730765,JAYSHREE COMMUNICATIONS,GT,Hybrid Redistribution Wholesaler,Purulia,WEST BENGAL,-,783947,RAVI KUMAR SHARMA,4235,UTTAM CHEL,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,374,-,-,-,-,-,-,-,-,-,-,19EVRPS9767J1Z3,,-,-,-,,Purulia,Purulia,BIHAR,0.000000,0.000000,-,9732183542,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45239,,JAYSHREE COMMUNICATIONS,45748,-,1,45773,45773,NULL
"4681, '-', 'West', '-', '-', '-', '1100730601', 'VICTOR MARKETING', 'GT', 'Super Redistribution Wholesaler', 'Indore', 'MADHYA PRADESH', '-', '783966', 'SUKHWANI AGENCIES', '4802', 'ANUP KUMAR SONI', '', 'USR', '-', 'Pharma Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '312', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '23AFBPS4887H1Z5', '', '-', '-', '-', '', 'Burhanpur (M Corp."
"4682, '-', 'West', '-', '-', '-', '1100730645', 'KGM ASSOSIATES', 'GT', 'Super Redistribution Wholesaler', 'LASKAR', 'MADHYA PRADESH', '-', '783988', 'GANESH GENERAL STORES', '4576', 'ARVIND KUMAR MEENA', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '345', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '23BWBPG1802J1Z3', '', '-', '-', '-', '', 'Isagarh (NP"
4683,-,North,-,-,-,1100730840,M/S SHIV PRASAD SITA RAM,GT,Hybrid Redistribution Wholesaler,Lakhimpur Kheri,UTTAR PRADESH,-,783992,MAA VAISHNAV TRADERS,6777,Rajesh Kumar Shukla,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,468,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Maigalganj,Lakhimpur,KARNATAKA,0.000000,0.000000,-,9889291928,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,,-,45239,,M/S SHIV PRASAD SITA RAM,45748,-,1,45791,45791,NULL
4684,-,North,-,-,-,1100731668,M/S RAGHUBIR MEDICAL AGENCY,GT,Hybrid Redistribution Wholesaler,Mainpuri,UTTAR PRADESH,-,783999,KUMAR MEDICAL STORE,6700,AKASH JAIN,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,6046,-,-,-,-,-,-,-,-,-,-,09AAMPJ0106E1Z5,,-,-,-,,Karhal,Mainpuri,TAMIL NADU,0.000000,0.000000,-,9411251297,-,-,-,-,9999999999,805,credit,web,-,-,0,0.00,,-,45239,,THE DIABETIC & SURGICAL SHOPPE,45748,-,1,45789,45789,NULL
4685,-,East,-,-,-,1100727129,AJAY KUMAR RAHUL KUMAR,GT,Hybrid Redistribution Wholesaler,Khordha,Odisha,-,784005,M/S PATRA AGENCIES,2374,Soumya ranjan Patra,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,61,-,-,-,-,-,-,-,-,-,-,21AMGPP1114JIZH,,-,-,-,,Bhubaneswar,Bhubaneswar,TAMIL NADU,0.000000,0.000000,-,9437753808,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45240,,AJAY KUMAR RAHUL KUMAR PRIVATE LIMITED,45748,-,1,45798,45798,NULL
